Date,TSLA,10CMR,FFR,infexp,TWD,10YBE,oil,XAU,XAG,BTC,ETH,BNB,ADA,Tether,XRP,SOL,pDOTn,USDC,DOGE,TSLA_diff,10CMR_diff,FFR_diff,infexp_diff,TWD_diff,10YBE_diff,oil_diff,XAU_diff,XAG_diff,BTC_diff,ETH_diff,BNB_diff,ADA_diff,Tether_diff,XRP_diff,SOL_diff,pDOTn_diff,USDC_diff,DOGE_diff,const
2016-01-04,44.68,2.24,0.36,1.79,114.1596,1.55,36.81,1074.7,13.88,432.9,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-05,44.69,2.25,0.36,1.81,114.2649,1.56,35.97,1077.66,13.98,431.8,0,0,0,0,0.005,0,0,0,0,-0.0224,-0.4444,0,-1.105,-0.0922,-0.641,2.3353,-0.2747,-0.7153,0.2547,0,0,0,0,2,0,0,0,0,1
2016-01-06,43.81,2.18,0.36,1.8,114.6177,1.53,33.97,1094.45,14.01,428,0,0,0,0,0.005,0,0,0,0,2.0087,3.211,0,0.5556,-0.3078,1.9608,5.8875,-1.5341,-0.2141,0.8879,0,0,0,0,0,0,0,0,0,1
2016-01-07,43.13,2.16,0.36,1.75,114.6517,1.5,33.29,1109.25,14.31,459,0,0,0,0,0.005,0,0,0,0,1.5766,0.9259,0,2.8571,-0.0297,2,2.0427,-1.3342,-2.0964,-6.7538,0,0,0,0,0,0,0,0,0,1
2016-01-08,42.2,2.13,0.36,1.73,115.0097,1.48,33.2,1104.24,13.95,454,0,0,0,0,0.005,0,0,0,0,2.2038,1.4085,0,1.1561,-0.3113,1.3514,0.2711,0.4537,2.5806,1.1013,0,0,0,0,0,0,0,0,0,1
2016-01-11,41.57,2.17,0.36,1.71,115.0141,1.45,31.42,1094.26,13.86,449.3,0,0,0,0,0.004,0,0,0,0,1.5155,-1.8433,0,1.1696,-0.0038,2.069,5.6652,0.912,0.6494,1.0461,0,0,0,0,24.6883,0,0,0,0,1
2016-01-12,41.99,2.12,0.36,1.67,115.3129,1.43,30.42,1087.05,13.8,432,0,0,0,0,0.0051,0,0,0,0,-1.0002,2.3585,0,2.3952,-0.2591,1.3986,3.2873,0.6633,0.4348,4.0046,0,0,0,0,-20.5941,0,0,0,0,1
2016-01-13,40.06,2.08,0.36,1.68,115.1426,1.43,30.42,1093.49,14.14,431.1,0,0,0,0,0.0051,0,0,0,0,4.8178,1.9231,0,-0.5952,0.1479,0,0,-0.5889,-2.4045,0.2088,0,0,0,0,0,0,0,0,0,1
2016-01-14,41.24,2.1,0.36,1.66,115.3847,1.43,31.22,1078,13.85,429.3,0,0,0,0,0.0048,0,0,0,0,-2.8613,-0.9524,0,1.2048,-0.2098,0,-2.5625,1.4369,2.0939,0.4193,0,0,0,0,5.428,0,0,0,0,1
2016-01-15,41,2.03,0.36,1.6,115.7406,1.36,29.45,1089.1,13.93,358.9,0,0,0,0,0.0051,0,0,0,0,0.5854,3.4483,0,3.75,-0.3075,5.1471,6.0102,-1.0192,-0.5743,19.6155,0,0,0,0,-5.1485,0,0,0,0,1
2016-01-19,40.94,2.06,0.36,1.6,115.8155,1.38,28.47,1087.12,14.02,379,0,0,0,0,0.0053,0,0,0,0,0.1466,-1.4563,0,0,-0.0647,-1.4493,3.4422,0.1821,-0.6419,-5.3034,0,0,0,0,-3.8095,0,0,0,0,1
2016-01-20,39.74,2.01,0.37,1.54,116.35,1.32,26.68,1101.02,14.16,419.4,0,0,0,0,0.0054,0,0,0,0,3.0196,2.4876,-2.7027,3.8961,-0.4594,4.5455,6.7091,-1.2625,-0.9887,-9.6328,0,0,0,0,-3.3149,0,0,0,0,1
2016-01-21,39.99,2.02,0.37,1.48,115.9833,1.28,29.55,1101.6,14.09,411,0,0,0,0,0.0052,0,0,0,0,-0.6252,-0.495,0,4.0541,0.3162,3.125,-9.7124,-0.0527,0.4968,2.0438,0,0,0,0,3.626,0,0,0,0,1
2016-01-22,40.51,2.07,0.38,1.55,115.9833,1.35,32.07,1098.3,14.03,381,0,0,0,0,0.0052,0,0,0,0,-1.2836,-2.4155,-2.6316,-4.5161,0,-5.1852,-7.8578,0.3005,0.4277,7.874,0,0,0,0,0.1912,0,0,0,0,1
2016-01-25,39.28,2.03,0.38,1.53,115.9833,1.34,30.31,1108.05,14.24,391,0,0,0,0,0.0051,0,0,0,0,3.1314,1.9704,0,1.3072,0,0.7463,5.8067,-0.8799,-1.4747,-2.5575,0,0,0,0,2.549,0,0,0,0,1
2016-01-26,38.71,2.01,0.38,1.55,115.9833,1.36,29.54,1120.57,14.5,391.3,0,0,0,0,0.0057,0,0,0,0,1.4725,0.995,0,-1.2903,0,-1.4706,2.6066,-1.1173,-1.7931,-0.0767,0,0,0,0,-9.7345,0,0,0,0,1
2016-01-27,37.61,2.02,0.38,1.62,115.5086,1.4,32.32,1125.59,14.48,395,0,0,0,0,0.0065,0,0,0,0,2.9248,-0.495,0,-4.321,0.411,-2.8571,-8.6015,-0.446,0.1381,-0.9367,0,0,0,0,-13.2104,0,0,0,0,1
2016-01-28,37.94,2,0.38,1.64,115.2224,1.42,33.21,1115.14,14.25,378.4,0,0,0,0,0.0058,0,0,0,0,-0.8698,1,0,-1.2195,0.2484,-1.4085,-2.6799,0.9371,1.614,4.3869,0,0,0,0,12.2414,0,0,0,0,1
2016-01-29,38.24,1.94,0.29,1.63,115.5728,1.41,33.66,1118.04,14.26,377.6,0,0,0,0,0.0069,0,0,0,0,-0.7845,3.0928,31.0345,0.6135,-0.3032,0.7092,-1.3369,-0.2594,-0.0701,0.2119,0,0,0,0,-16.185,0,0,0,0,1
2016-02-01,39.39,1.97,0.38,1.6,115.3331,1.4,31.62,1128.85,14.34,371.4,0,0,0,0,0.0067,0,0,0,0,-2.9195,-1.5228,-23.6842,1.875,0.2078,0.7143,6.4516,-0.9576,-0.5579,1.6694,0,0,0,0,3.2836,0,0,0,0,1
2016-02-02,36.56,1.87,0.38,1.58,115.5532,1.36,29.9,1129.12,14.31,372.9,0,0,0,0,0.007,0,0,0,0,7.7407,5.3476,0,1.2658,-0.1905,2.9412,5.7525,-0.0239,0.2096,-0.4023,0,0,0,0,-4.1488,0,0,0,0,1
2016-02-03,34.7,1.88,0.38,1.6,114.6146,1.38,32.29,1142.93,14.68,369,0,0,0,0,0.0066,0,0,0,0,5.3602,-0.5319,0,-1.25,0.8189,-1.4493,-7.4017,-1.2083,-2.5204,1.0569,0,0,0,0,5.5891,0,0,0,0,1
2016-02-04,35.07,1.87,0.38,1.59,113.6013,1.36,31.63,1155.74,14.88,389.8,0,0,0,0,0.0066,0,0,0,0,-1.055,0.5348,0,0.6289,0.892,1.4706,2.0866,-1.1084,-1.3441,-5.3361,0,0,0,0,-0.1508,0,0,0,0,1
2016-02-05,32.52,1.86,0.38,1.59,114.2935,1.33,30.86,1173.69,15,386.5,0,0,0,0,0.0079,0,0,0,0,7.8413,0.5376,0,0,-0.6056,2.2556,2.4951,-1.5294,-0.8,0.8538,0,0,0,0,-16.0759,0,0,0,0,1
2016-02-08,29.6,1.75,0.38,1.49,114.4352,1.23,29.71,1191.14,15.33,370.5,0,0,0,0,0.0081,0,0,0,0,9.8649,6.2857,0,6.7114,-0.1238,8.1301,3.8708,-1.465,-2.1526,4.3185,0,0,0,0,-2.7094,0,0,0,0,1
2016-02-09,29.65,1.74,0.38,1.49,114.1273,1.21,27.96,1188.85,15.24,374,0,0,0,0,0.0074,0,0,0,0,-0.1686,0.5747,0,0,0.2698,1.6529,6.2589,0.1926,0.5906,-0.9358,0,0,0,0,10.3261,0,0,0,0,1
2016-02-10,28.73,1.71,0.38,1.47,114.288,1.21,27.54,1197.49,15.28,380.9,0,0,0,0,0.0074,0,0,0,0,3.2022,1.7544,0,1.3605,-0.1406,0,1.5251,-0.7215,-0.2618,-1.8115,0,0,0,0,-0.406,0,0,0,0,1
2016-02-11,30.09,1.63,0.38,1.42,114.1849,1.18,26.19,1246.89,15.75,378,0,0,0,0,0.0082,0,0,0,0,-4.5198,4.908,0,3.5211,0.0903,2.5424,5.1546,-3.9619,-2.9841,0.7672,0,0,0,0,-9.768,0,0,0,0,1
2016-02-12,30.21,1.74,0.38,1.47,114.2994,1.25,29.32,1238.05,15.73,383,0,0,0,0,0.0079,0,0,0,0,-0.3972,-6.3218,0,-3.4014,-0.1002,-5.6,-10.6753,0.714,0.1271,-1.3055,0,0,0,0,3.1486,0,0,0,0,1
2016-02-16,31.03,1.78,0.38,1.47,114.4905,1.25,29.05,1200.35,15.23,407.3,0,0,0,0,0.0081,0,0,0,0,-2.6426,-2.2472,0,0,-0.1669,0,0.9294,3.1408,3.283,-5.9661,0,0,0,0,-2.0962,0,0,0,0,1
2016-02-17,33.74,1.81,0.37,1.52,113.8632,1.28,30.68,1209.14,15.29,414.9,0,0,0,0,0.0075,0,0,0,0,-8.032,-1.6575,2.7027,-3.2895,0.5509,-2.3438,-5.3129,-0.727,-0.3924,-1.8318,0,0,0,0,8.7131,0,0,0,0,1
2016-02-18,33.35,1.75,0.38,1.46,113.8894,1.24,30.77,1232.35,15.41,421.5,0,0,0,0,0.0084,0,0,0,0,1.1694,3.4286,-2.6316,4.1096,-0.023,3.2258,-0.2925,-1.8834,-0.7787,-1.5658,0,0,0,0,-11.6114,0,0,0,0,1
2016-02-19,33.32,1.76,0.38,1.46,113.9556,1.26,29.59,1228.19,15.36,420,0,0,0,0,0.0085,0,0,0,0,0.09,-0.5682,0,0,-0.0581,-1.5873,3.9878,0.3387,0.3255,0.3571,0,0,0,0,-0.4717,0,0,0,0,1
2016-02-22,35.55,1.77,0.38,1.51,113.8226,1.31,31.37,1208.74,15.19,440.3,0,0,0,0,0.0083,0,0,0,0,-6.2729,-0.565,0,-3.3113,0.1168,-3.8168,-5.6742,1.6091,1.1192,-4.6105,0,0,0,0,2.0457,0,0,0,0,1
2016-02-23,35.44,1.74,0.38,1.51,114.1764,1.32,31.84,1227.46,15.31,421.1,0,0,0,0,0.0082,0,0,0,0,0.3104,1.7241,0,0,-0.3099,-0.7576,-1.4761,-1.5251,-0.7838,4.5595,0,0,0,0,1.9632,0,0,0,0,1
2016-02-24,35.8,1.75,0.38,1.57,114.1709,1.36,30.35,1229.35,15.25,426.4,0,0,0,0,0.0079,0,0,0,0,-1.0056,-0.5714,0,-3.8217,0.0048,-2.9412,4.9094,-0.1537,0.3934,-1.243,0,0,0,0,3.8217,0,0,0,0,1
2016-02-25,37.49,1.71,0.37,1.6,113.9213,1.39,31.4,1234.64,15.16,424.9,0,0,0,0,0.0082,0,0,0,0,-4.5079,2.3392,2.7027,-1.875,0.2191,-2.1583,-3.3439,-0.4285,0.5937,0.353,0,0,0,0,-4.6173,0,0,0,0,1
2016-02-26,38.07,1.76,0.37,1.62,114.3699,1.41,31.65,1222.6,14.71,435.3,0,0,0,0,0.0082,0,0,0,0,-1.5235,-2.8409,0,-1.2346,-0.3922,-1.4184,-0.7899,0.9848,3.0591,-2.3892,0,0,0,0,0,0,0,0,0,1
2016-02-27,190.35,1.76,0.37,1.62,114.3699,1.41,31.65,1222.6,14.71,434.2,0,0,0,0,0.0078,0,0,0,0,-80,0,0,0,0,0,0,0,0,0.2533,0,0,0,0,5.5128,0,0,0,0,1
2016-02-29,38.39,1.74,0.29,1.61,114.2408,1.42,32.74,1238.14,14.89,439.2,0,0,0,0,0.0081,0,0,0,0,395.8322,1.1494,27.5862,0.6211,0.113,-0.7042,-3.3293,-1.2551,-1.2089,-1.1384,0,0,0,0,-3.7037,0,0,0,0,1
2016-03-01,37.27,1.83,0.36,1.67,113.9254,1.48,34.39,1232.26,14.84,434.8,0,0,0,0,0.0083,0,0,0,0,3.0051,-4.918,-19.4444,-3.5928,0.2768,-4.0541,-4.7979,0.4772,0.3369,1.012,0,0,0,0,-2.1739,0,0,0,0,1
2016-03-02,37.67,1.84,0.37,1.68,113.7956,1.51,34.57,1240.3,14.95,422.2,0,0,0,0,0.0081,0,0,0,0,-1.0619,-0.5435,-2.7027,-0.5952,0.1141,-1.9868,-0.5207,-0.6482,-0.7358,2.9844,0,0,0,0,2.3486,0,0,0,0,1
2016-03-03,39.15,1.83,0.37,1.7,113.2474,1.53,34.56,1263.69,15.24,420.6,0,0,0,0,0.0079,0,0,0,0,-3.7803,0.5464,0,-1.1765,0.4841,-1.3072,0.0289,-1.8509,-1.9029,0.3804,0,0,0,0,2.4051,0,0,0,0,1
2016-03-04,40.21,1.88,0.36,1.66,112.6378,1.51,35.91,1259.44,15.52,408.8,0,0,0,0,0.0079,0,0,0,0,-2.6362,-2.6596,2.7778,2.4096,0.5412,1.3245,-3.7594,0.3375,-1.8041,2.8865,0,0,0,0,-0.5038,0,0,0,0,1
2016-03-07,41.06,1.91,0.36,1.6,112.621,1.48,37.9,1267.39,15.65,412.7,0,0,0,0,0.0077,0,0,0,0,-2.0701,-1.5707,0,3.75,0.0149,2.027,-5.2507,-0.6273,-0.8307,-0.945,0,0,0,0,3.5202,0,0,0,0,1
2016-03-08,40.52,1.83,0.36,1.59,112.8457,1.46,36.67,1261.1,15.33,411.4,0,0,0,0,0.0078,0,0,0,0,1.3327,4.3716,0,0.6289,-0.1991,1.3699,3.3542,0.4988,2.0874,0.316,0,0,0,0,-1.6667,0,0,0,0,1
2016-03-09,41.74,1.9,0.36,1.65,112.4258,1.51,37.62,1252.94,15.29,412.9,0,0,0,0,0.0081,0,0,0,0,-2.9229,-3.6842,0,-3.6364,0.3735,-3.3113,-2.5253,0.6513,0.2616,-0.3633,0,0,0,0,-3.7037,0,0,0,0,1
2016-03-10,41.04,1.93,0.36,1.61,112.4184,1.48,37.77,1271.44,15.59,416.5,11.75,0,0,0,0.0082,0,0,0,0,1.7057,-1.5544,0,2.4845,0.0066,2.027,-0.3971,-1.455,-1.9243,-0.8643,-100,0,0,0,-1.2195,0,0,0,0,1
2016-03-11,41.5,1.98,0.36,1.67,111.7403,1.54,38.51,1248.44,15.47,420.5,11.95,0,0,0,0.0092,0,0,0,0,-1.1084,-2.5253,0,-3.5928,0.6069,-3.8961,-1.9216,1.8423,0.7757,-0.9512,-1.6736,0,0,0,-11.0629,0,0,0,0,1
2016-03-14,43.03,1.97,0.36,1.66,112.168,1.52,37.2,1235.28,15.34,416,12.5,0,0,0,0.0083,0,0,0,0,-3.5557,0.5076,0,0.6024,-0.3813,1.3158,3.5215,1.0653,0.8475,1.0817,-4.4,0,0,0,11.0843,0,0,0,0,1
2016-03-15,43.67,1.97,0.37,1.65,112.5536,1.5,36.32,1232.38,15.28,415.5,13.06,0,0,0,0.0079,0,0,0,0,-1.4655,0,-2.7027,0.6061,-0.3426,1.3333,2.4229,0.2353,0.3927,0.1203,-4.2879,0,0,0,5.4638,0,0,0,0,1
2016-03-16,44.39,1.94,0.37,1.71,112.775,1.58,38.43,1263.08,15.62,417.3,12.88,0,0,0,0.0082,0,0,0,0,-1.622,1.5464,0,-3.5088,-0.1963,-5.0633,-5.4905,-2.4306,-2.1767,-0.4313,1.3975,0,0,0,-3.9072,0,0,0,0,1
2016-03-17,45.28,1.91,0.37,1.68,110.4441,1.57,40.17,1257.9,15.91,418.8,10.74,0,0,0,0.0081,0,0,0,0,-1.9655,1.5707,0,1.7857,2.1105,0.6369,-4.3316,0.4118,-1.8228,-0.3582,19.9255,0,0,0,1.1111,0,0,0,0,1
2016-03-18,46.55,1.88,0.37,1.75,110.3993,1.61,39.47,1255.3,15.8,407.7,10.74,0,0,0,0.0083,0,0,0,0,-2.7282,1.5957,0,-4,0.0406,-2.4845,1.7735,0.2071,0.6962,2.7226,0,0,0,0,-2.1739,0,0,0,0,1
2016-03-21,47.66,1.92,0.37,1.78,110.7361,1.64,39.91,1243.74,15.84,411.9,11.95,0,0,0,0.0079,0,0,0,0,-2.329,-2.0833,0,-1.6854,-0.3041,-1.8293,-1.1025,0.9295,-0.2525,-1.0197,-10.1255,0,0,0,4.5455,0,0,0,0,1
2016-03-22,46.85,1.94,0.37,1.78,110.7866,1.63,41.45,1248.38,15.88,417.7,11.37,0,0,0,0.0079,0,0,0,0,1.7289,-1.0309,0,0,-0.0456,0.6135,-3.7153,-0.3717,-0.2519,-1.3886,5.1011,0,0,0,0,0,0,0,0,1
2016-03-23,44.52,1.88,0.37,1.72,111.5462,1.58,38.28,1220.17,15.25,418.1,12.43,0,0,0,0.0084,0,0,0,0,5.2336,3.1915,0,3.4884,-0.681,3.1646,8.2811,2.312,4.1311,-0.0957,-8.5278,0,0,0,-5.4893,0,0,0,0,1
2016-03-24,45.55,1.91,0.37,1.72,111.815,1.57,38.14,1216.99,15.19,415.3,11.2,0,0,0,0.0084,0,0,0,0,-2.2613,-1.5707,0,0,-0.2404,0.6369,0.3671,0.2613,0.395,0.6742,10.9821,0,0,0,-0.4751,0,0,0,0,1
2016-03-28,46.05,1.89,0.37,1.72,111.3568,1.56,37.99,1221.05,15.24,424.1,11.62,0,0,0,0.0073,0,0,0,0,-1.0858,1.0582,0,0,0.4115,0.641,0.3948,-0.3325,-0.3281,-2.075,-3.6145,0,0,0,14.8704,0,0,0,0,1
2016-03-29,46.03,1.81,0.37,1.75,111.3727,1.61,36.91,1242.55,15.36,415.8,11.79,0,0,0,0.0075,0,0,0,0,0.0434,4.4199,0,-1.7143,-0.0143,-3.1056,2.926,-1.7303,-0.7813,1.9962,-1.4419,0,0,0,-2.2667,0,0,0,0,1
2016-03-30,45.38,1.83,0.37,1.78,110.2291,1.65,36.91,1224.85,15.22,413.2,11.85,0,0,0,0.0071,0,0,0,0,1.4323,-1.0929,0,-1.6854,1.0375,-2.4242,0,1.4451,0.9198,0.6292,-0.5063,0,0,0,5.6338,0,0,0,0,1
2016-03-31,45.95,1.78,0.25,1.75,109.9181,1.62,36.94,1232.7,15.44,416,11.41,0,0,0,0.0074,0,0,0,0,-1.2405,2.809,48,1.7143,0.2829,1.8519,-0.0812,-0.6368,-1.4249,-0.6731,3.8563,0,0,0,-4.0541,0,0,0,0,1
2016-04-01,47.52,1.79,0.37,1.75,110.2965,1.62,35.36,1222.49,15.05,417.6,11.62,0,0,0,0.0075,0,0,0,0,-3.3039,-0.5587,-32.4324,0,-0.3431,0,4.4683,0.8352,2.5914,-0.3831,-1.8072,0,0,0,-1.3333,0,0,0,0,1
2016-04-04,49.4,1.78,0.37,1.8,110.3977,1.64,34.3,1215.4,14.89,420.5,11.15,0,0,0,0.0074,0,0,0,0,-3.8057,0.5618,0,-2.7778,-0.0917,-1.2195,3.0904,0.5833,1.0745,-0.6897,4.2152,0,0,0,1.3514,0,0,0,0,1
2016-04-05,51.09,1.73,0.37,1.75,110.9468,1.59,34.52,1231.14,15.14,423.8,10.4,0,0,0,0.0073,0,0,0,0,-3.3079,2.8902,0,2.8571,-0.4949,3.1447,-0.6373,-1.2785,-1.6513,-0.7787,7.2115,0,0,0,1.3699,0,0,0,0,1
2016-04-06,53.08,1.76,0.37,1.75,110.5337,1.59,37.74,1222.35,15.07,422.6,10.76,0,0,0,0.0073,0,0,0,0,-3.7491,-1.7045,0,0,0.3737,0,-8.5321,0.7191,0.4645,0.284,-3.3457,0,0,0,0,0,0,0,0,1
2016-04-07,51.44,1.7,0.37,1.75,110.8866,1.58,37.3,1240.69,15.24,422.3,10.12,0,0,0,0.0068,0,0,0,0,3.1882,3.5294,0,0,-0.3183,0.6329,1.1796,-1.4782,-1.1155,0.071,6.3241,0,0,0,6.8814,0,0,0,0,1
2016-04-08,50.01,1.72,0.37,1.73,110.4201,1.58,39.74,1240.39,15.36,418.5,9.71,0,0,0,0.0065,0,0,0,0,2.8594,-1.1628,0,1.1561,0.4225,0,-6.1399,0.0242,-0.7813,0.908,4.2225,0,0,0,4.4343,0,0,0,0,1
2016-04-11,49.98,1.73,0.37,1.71,109.9746,1.56,40.46,1257.95,15.93,423.7,8.68,0,0,0,0.0062,0,0,0,0,0.06,-0.578,0,1.1696,0.4051,1.2821,-1.7795,-1.3959,-3.5782,-1.2273,11.8664,0,0,0,4.9759,0,0,0,0,1
2016-04-12,49.56,1.79,0.37,1.75,109.8148,1.57,42.12,1255.94,16.19,426.6,7.53,0,0,0,0.006,0,0,0,0,0.8475,-3.352,0,-2.2857,0.1455,-0.6369,-3.9411,0.16,-1.6059,-0.6798,15.2722,0,0,0,4.0067,0,0,0,0,1
2016-04-13,50.91,1.77,0.37,1.69,110.1423,1.56,41.7,1243.14,16.22,424.8,8.09,0,0,0,0.0059,0,0,0,0,-2.6517,1.1299,0,3.5503,-0.2973,0.641,1.0072,1.0297,-0.185,0.4237,-6.9221,0,0,0,0.8418,0,0,0,0,1
2016-04-14,50.37,1.8,0.37,1.7,110.1677,1.56,41.45,1227.39,16.16,426,8.46,0,0,0,0.0064,0,0,0,0,1.0721,-1.6667,0,-0.5882,-0.0231,0,0.6031,1.2832,0.3713,-0.2817,-4.3735,0,0,0,-6.7504,0,0,0,0,1
2016-04-15,50.9,1.76,0.37,1.7,110.1921,1.56,40.4,1234.05,16.24,431.5,8.32,0,0,0,0.0065,0,0,0,0,-1.0413,2.2727,0,0,-0.0221,0,2.599,-0.5397,-0.4926,-1.2746,1.6827,0,0,0,-2.5994,0,0,0,0,1
2016-04-18,50.78,1.78,0.37,1.73,109.988,1.57,39.74,1231.55,16.23,430,8.97,0,0,0,0.0067,0,0,0,0,0.2363,-1.1236,0,-1.7341,0.1856,-0.6369,1.6608,0.203,0.0616,0.3488,-7.2464,0,0,0,-2.5335,0,0,0,0,1
2016-04-19,49.47,1.79,0.37,1.74,109.277,1.6,40.88,1250.5,16.94,437.8,8.71,0,0,0,0.007,0,0,0,0,2.6481,-0.5587,0,-0.5747,0.6506,-1.875,-2.7886,-1.5154,-4.1913,-1.7816,2.9851,0,0,0,-4.6875,0,0,0,0,1
2016-04-20,49.99,1.85,0.37,1.75,109.3913,1.62,42.72,1244.05,16.96,444,8.61,0,0,0,0.007,0,0,0,0,-1.0402,-3.2432,0,-0.5714,-0.1045,-1.2346,-4.3071,0.5185,-0.1179,-1.3964,1.1614,0,0,0,1.295,0,0,0,0,1
2016-04-21,49.66,1.88,0.37,1.72,109.8521,1.64,43.18,1248.85,17,452,8.11,0,0,0,0.0073,0,0,0,0,0.6645,-1.5957,0,1.7442,-0.4195,-1.2195,-1.0653,-0.3844,-0.2353,-1.7699,6.1652,0,0,0,-4.7945,0,0,0,0,1
2016-04-22,50.75,1.89,0.37,1.72,110.2319,1.64,42.76,1232.3,16.96,447.8,7.97,0,0,0,0.0074,0,0,0,0,-2.1478,-0.5291,0,0,-0.3445,0,0.9822,1.343,0.2358,0.9379,1.7566,0,0,0,-0.8152,0,0,0,0,1
2016-04-25,50.36,1.91,0.37,1.74,110.1855,1.65,41.67,1237.9,17,461.8,7.54,0,0,0,0.0073,0,0,0,0,0.7744,-1.0471,0,-1.1494,0.0421,-0.6061,2.6158,-0.4524,-0.2353,-3.0316,5.7029,0,0,0,1.238,0,0,0,0,1
2016-04-26,50.75,1.94,0.37,1.78,109.7486,1.67,42.52,1243.44,17.17,468.1,7.5,0,0,0,0.0069,0,0,0,0,-0.7685,-1.5464,0,-2.2472,0.3981,-1.1976,-1.9991,-0.4455,-0.9901,-1.3459,0.5333,0,0,0,4.9062,0,0,0,0,1
2016-04-27,50.29,1.87,0.37,1.79,109.8473,1.68,45.29,1246.1,17.24,445.1,7.8,0,0,0,0.0066,0,0,0,0,0.9147,3.7433,0,-0.5587,-0.0899,-0.5952,-6.1161,-0.2135,-0.406,5.1674,-3.8462,0,0,0,4.8411,0,0,0,0,1
2016-04-28,49.54,1.84,0.37,1.83,109.2136,1.72,46.03,1266.48,17.56,450.5,7.33,0,0,0,0.0067,0,0,0,0,1.5139,1.6304,0,-2.1858,0.5802,-2.3256,-1.6076,-1.6092,-1.8223,-1.1987,6.412,0,0,0,-1.7831,0,0,0,0,1
2016-04-29,48.15,1.83,0.3,1.82,108.8263,1.71,45.98,1293.74,17.84,455.3,7.52,0,0,0,0.0069,0,0,0,0,2.8868,0.5464,23.3333,0.5495,0.3559,0.5848,0.1087,-2.1071,-1.5695,-1.0542,-2.5266,0,0,0,-1.895,0,0,0,0,1
2016-05-02,48.36,1.88,0.37,1.78,108.67,1.68,44.75,1291.6,17.54,443.7,10,0,0,0,0.0067,0,0,0,0,-0.4342,-2.6596,-18.9189,2.2472,0.1438,1.7857,2.7486,0.1657,1.7104,2.6144,-24.8,0,0,0,2.5411,0,0,0,0,1
2016-05-03,46.46,1.81,0.37,1.74,109.3603,1.64,43.65,1286,17.43,450.4,9.34,0,0,0,0.0065,0,0,0,0,4.0895,3.8674,0,2.2989,-0.6312,2.439,2.52,0.4355,0.6311,-1.4876,7.0664,0,0,0,3.5604,0,0,0,0,1
2016-05-04,44.51,1.79,0.37,1.74,109.9944,1.63,43.77,1279.49,17.37,447.4,9.46,0,0,0,0.0063,0,0,0,0,4.381,1.1173,0,0,-0.5765,0.6135,-0.2742,0.5088,0.3454,0.6705,-1.2685,0,0,0,3.1949,0,0,0,0,1
2016-05-05,42.31,1.76,0.37,1.74,110.2408,1.63,44.33,1278.05,17.34,448.4,9.79,0,0,0,0.0061,0,0,0,0,5.1997,1.7045,0,0,-0.2235,0,-1.2633,0.1127,0.173,-0.223,-3.3708,0,0,0,2.2876,0,0,0,0,1
2016-05-06,42.99,1.79,0.37,1.71,110.3792,1.61,44.58,1288.7,17.47,461.2,9.35,0,0,0,0.0063,0,0,0,0,-1.5818,-1.676,0,1.7544,-0.1254,1.2422,-0.5608,-0.8264,-0.7441,-2.7754,4.7059,0,0,0,-2.8571,0,0,0,0,1
2016-05-09,41.78,1.77,0.37,1.68,110.9458,1.59,43.45,1263.85,17.03,461.6,9.32,0,0,0,0.0064,0,0,0,0,2.8961,1.1299,0,1.7857,-0.5107,1.2579,2.6007,1.9662,2.5837,-0.0867,0.3219,0,0,0,-1.5625,0,0,0,0,1
2016-05-10,41.74,1.77,0.37,1.71,110.8217,1.62,44.68,1266.4,17.12,450.7,9.38,0,0,0,0.0063,0,0,0,0,0.0958,0,0,-1.7544,0.112,-1.8519,-2.7529,-0.2014,-0.5257,2.4185,-0.6397,0,0,0,1.5873,0,0,0,0,1
2016-05-11,41.79,1.73,0.37,1.65,110.2797,1.59,46.21,1277.69,17.41,452.3,9.89,0,0,0,0.0061,0,0,0,0,-0.1196,2.3121,0,3.6364,0.4915,1.8868,-3.311,-0.8836,-1.6657,-0.3537,-5.1567,0,0,0,3.4483,0,0,0,0,1
2016-05-12,41.46,1.75,0.37,1.67,110.6927,1.6,46.64,1263.49,16.98,455,10.04,0,0,0,0.0061,0,0,0,0,0.7959,-1.1429,0,-1.1976,-0.3731,-0.625,-0.922,1.1239,2.5324,-0.5934,-1.494,0,0,0,-0.4902,0,0,0,0,1
2016-05-13,41.52,1.71,0.37,1.64,111.2512,1.58,46.22,1273.6,17.11,455.8,10.6,0,0,0,0.0061,0,0,0,0,-0.1445,2.3392,0,1.8293,-0.502,1.2658,0.9087,-0.7938,-0.7598,-0.1755,-5.283,0,0,0,0.3279,0,0,0,0,1
2016-05-16,41.66,1.75,0.37,1.67,111.1209,1.6,47.72,1273.86,17.14,453,11.09,0,0,0,0.0061,0,0,0,0,-0.3361,-2.2857,0,-1.7964,0.1173,-1.25,-3.1433,-0.0204,-0.175,0.6181,-4.4184,0,0,0,0.1642,0,0,0,0,1
2016-05-17,40.93,1.76,0.37,1.66,111.0859,1.61,48.29,1280,17.25,453.2,12.08,0,0,0,0.006,0,0,0,0,1.7835,-0.5682,0,0.6024,0.0315,-0.6211,-1.1804,-0.4797,-0.6377,-0.0441,-8.1954,0,0,0,1.6694,0,0,0,0,1
